Ship Date,Month,Year,Ship Mode,Area,Region,Category,Sub-Category,Sold,Profit
2016-04-11,April,2016,Standard Class,Sulawesi,East,Office Supplies,Art,10,11800
2017-12-10,Desember,2017,Standard Class,Kalimantan,East,Furniture,Furnishings,20,18800
2017-12-10,Desember,2017,Standard Class,Jawa,East,Furniture,Chairs,190,546700
2017-12-10,Desember,2017,Standard Class,Sumatra,East,Furniture,Chairs,310,218200
2016-01-15,Januari,2016,Standard Class,Bali,East,Furniture,Furnishings,60,107300
2016-04-07,April,2016,Standard Class,Papua,Central,Technology,Phones,20,3200
2017-09-25,September,2017,Standard Class,Sulawesi,West,Office Supplies,Paper,60,335200
2017-03-16,Maret,2017,Same Day,Kalimantan,East,Furniture,Furnishings,60,92300
2017-03-16,Maret,2017,Same Day,Kalimantan,East,Technology,Accessories,160,528000
2017-03-16,Maret,2017,Same Day,Jawa,East,Office Supplies,Storage,60,40700
2016-12-06,Desember,2016,Standard Class,Sumatra,Central,Office Supplies,Paper,40,200200
2016-12-06,Desember,2016,Standard Class,Bali,Central,Office Supplies,Paper,20,76000
2016-12-06,Desember,2016,Standard Class,Papua,Central,Office Supplies,Storage,500,298200
2016-12-06,Desember,2016,Standard Class,Sulawesi,Central,Furniture,Chairs,390,421200
2015-01-15,Januari,2015,Second Class,Kalimantan,South,Office Supplies,Labels,10,57800
2014-05-20,Mei,2014,Standard Class,Jawa,West,Technology,Accessories,60,40700
2015-06-11,Juni,2015,Standard Class,Sumatra,East,Office Supplies,Paper,30,108900
2015-06-11,Juni,2015,Standard Class,Bali,East,Office Supplies,Art,10,12100
2017-03-13,Maret,2017,Standard Class,Papua,West,Technology,Copiers,480,720000
2017-03-13,Maret,2017,Standard Class,Sulawesi,West,Office Supplies,Binders,40,115700
2015-12-23,Desember,2015,First Class,Kalimantan,East,Office Supplies,Storage,40,20200
2015-12-23,Desember,2015,First Class,Jawa,East,Furniture,Chairs,430,0
2014-08-11,Agustus,2014,Standard Class,Sumatra,East,Technology,Accessories,200,1007900
2016-03-31,Maret,2016,Standard Class,Bali,South,Furniture,Furnishings,30,104500
2016-03-31,Maret,2016,Standard Class,Papua,South,Furniture,Furnishings,40,134200
2016-03-31,Maret,2016,Standard Class,Sulawesi,South,Office Supplies,Binders,40,191400
2015-12-10,Desember,2015,Standard Class,Kalimantan,West,Technology,Accessories,40,210600
2015-12-10,Desember,2015,Standard Class,Papua,West,Office Supplies,Labels,20,72600
2015-09-12,September,2015,First Class,Sulawesi,West,Furniture,Furnishings,30,48100
2015-07-24,Juli,2015,Standard Class,Kalimantan,Central,Office Supplies,Labels,10,24500
2015-07-24,Juli,2015,Standard Class,Jawa,Central,Office Supplies,Fasteners,20,41200
2014-06-03,Juni,2014,Standard Class,Sumatra,Central,Technology,Copiers,720,1620000
2017-11-20,November,2017,Standard Class,Bali,South,Technology,Accessories,240,288000
2016-12-11,Desember,2016,First Class,Papua,South,Furniture,Tables,1060,1902400
2015-03-22,Maret,2015,Same Day,Sulawesi,South,Technology,Accessories,450,1075100
2016-12-26,Desember,2016,Second Class,Kalimantan,Central,Technology,Phones,460,476300
2016-12-26,Desember,2016,Second Class,Kalimantan,Central,Office Supplies,Labels,50,177000
2016-12-26,Desember,2016,Second Class,Jawa,Central,Technology,Phones,290,431900
2016-12-26,Desember,2016,Second Class,Sumatra,Central,Technology,Phones,140,178100
2016-04-06,April,2016,Second Class,Bali,Central,Furniture,Chairs,1460,4539300
2016-11-18,November,2016,First Class,Papua,Central,Technology,Phones,70,80700
2016-11-18,November,2016,First Class,Sulawesi,Central,Office Supplies,Paper,20,66300
2016-11-12,November,2016,First Class,Kalimantan,East,Office Supplies,Paper,40,130700
2016-12-12,Desember,2016,Standard Class,Jawa,East,Office Supplies,Binders,970,3778200
2016-12-12,Desember,2016,Standard Class,Sumatra,East,Office Supplies,Binders,230,933900
2016-12-12,Desember,2016,Standard Class,Bali,East,Technology,Copiers,480,1080000
2016-04-03,April,2016,Same Day,Papua,Central,Office Supplies,Paper,20,38600
2015-10-22,Oktober,2015,First Class,Sulawesi,East,Office Supplies,Paper,30,138600
2014-09-19,September,2014,Same Day,Kalimantan,West,Office Supplies,Fasteners,10,1400
2017-08-30,Agustus,2017,Second Class,Jawa,South,Office Supplies,Appliances,20,10800
2017-07-04,Juli,2017,First Class,Sumatra,East,Furniture,Furnishings,110,319200
2017-12-26,Desember,2017,Standard Class,Bali,Central,Furniture,Tables,610,1166500
2017-12-26,Desember,2017,Standard Class,Papua,Central,Office Supplies,Storage,40,93500
2017-01-02,Januari,2017,Standard Class,Sulawesi,South,Office Supplies,Labels,10,14500
2014-05-22,Mei,2014,Second Class,Kalimantan,Central,Office Supplies,Paper,20,43600
2014-02-08,Februari,2014,Second Class,Papua,West,Office Supplies,Binders,20,72500
2017-07-18,Juli,2017,Standard Class,Sulawesi,West,Technology,Accessories,1290,2935400
2017-07-18,Juli,2017,Standard Class,Kalimantan,West,Office Supplies,Appliances,170,524500
2017-02-01,Februari,2017,First Class,Jawa,East,Office Supplies,Art,10,5800
2017-10-01,Oktober,2017,First Class,Sumatra,East,Office Supplies,Envelopes,10,47000
2017-04-26,April,2017,First Class,Bali,West,Office Supplies,Envelopes,20,84100
2017-04-26,April,2017,First Class,Papua,West,Furniture,Furnishings,20,40300
2017-11-13,November,2017,Standard Class,Sulawesi,South,Technology,Accessories,200,460800
2017-11-13,November,2017,Standard Class,Kalimantan,South,Technology,Phones,500,374400
2014-05-07,Mei,2014,First Class,Kalimantan,South,Office Supplies,Binders,20,64200
2014-05-07,Mei,2014,First Class,Jawa,South,Office Supplies,Paper,40,199900
2016-10-31,Oktober,2016,Standard Class,Sumatra,West,Office Supplies,Binders,70,302200
2014-12-01,Desember,2014,Standard Class,Bali,West,Office Supplies,Binders,10,18200
2014-12-01,Desember,2014,Standard Class,Papua,West,Office Supplies,Paper,20,84300
2014-12-01,Desember,2014,Standard Class,Sulawesi,West,Office Supplies,Appliances,50,136300
2014-12-01,Desember,2014,Standard Class,Kalimantan,West,Office Supplies,Binders,10,30800
2014-12-31,Desember,2014,Same Day,Jawa,West,Technology,Phones,480,714000
2016-01-08,Januari,2016,Standard Class,Sumatra,Central,Technology,Phones,190,162900
2017-08-22,Agustus,2017,Standard Class,Bali,East,Technology,Accessories,30,91800
2014-06-09,Juni,2014,Standard Class,Papua,East,Furniture,Furnishings,60,253000
2014-06-09,Juni,2014,Standard Class,Sulawesi,East,Office Supplies,Appliances,20,48600
2014-06-09,Juni,2014,Standard Class,Kalimantan,East,Furniture,Furnishings,20,80500
2017-11-17,November,2017,Second Class,Jawa,West,Technology,Accessories,90,348400
2016-02-01,Februari,2016,Second Class,Sumatra,West,Office Supplies,Art,40,123900
2016-11-14,November,2016,Standard Class,Bali,West,Technology,Accessories,480,2131100
2016-09-14,September,2016,Standard Class,Papua,West,Office Supplies,Labels,10,41700
2016-09-14,September,2016,Standard Class,Sulawesi,West,Office Supplies,Binders,20,53500
2016-09-14,September,2016,Standard Class,Kalimantan,West,Office Supplies,Paper,90,482100
2016-09-14,September,2016,Standard Class,Papua,West,Office Supplies,Binders,40,166500
2017-09-13,September,2017,Second Class,Sulawesi,East,Office Supplies,Storage,70,203200
2017-05-18,Mei,2017,Standard Class,Kalimantan,South,Office Supplies,Appliances,30,28100
2016-12-01,Desember,2016,Standard Class,Jawa,West,Office Supplies,Storage,40,47800
2015-12-12,Desember,2015,Standard Class,Sumatra,West,Office Supplies,Paper,20,61300
2015-09-12,September,2015,Standard Class,Bali,East,Office Supplies,Storage,80,227700
2015-09-12,September,2015,Standard Class,Papua,East,Technology,Accessories,90,194400
2015-09-12,September,2015,Standard Class,Sulawesi,East,Office Supplies,Binders,10,24700
2015-09-12,September,2015,Standard Class,Kalimantan,East,Office Supplies,Fasteners,10,28700
2016-07-29,Juli,2016,First Class,Kalimantan,East,Office Supplies,Appliances,10,8600
2014-05-02,Mei,2014,First Class,Jawa,South,Office Supplies,Art,180,545900
2014-05-02,Mei,2014,First Class,Sumatra,South,Office Supplies,Storage,830,2577200
2017-05-02,Mei,2017,Standard Class,Bali,West,Furniture,Furnishings,140,469000
2017-07-24,Juli,2017,First Class,Papua,Central,Technology,Accessories,400,1727800
2014-12-15,Desember,2014,Second Class,Sulawesi,South,Office Supplies,Binders,20,69900
2015-11-15,November,2015,Standard Class,Kalimantan,South,Office Supplies,Fasteners,40,141800
2015-11-15,November,2015,Standard Class,Jawa,South,Office Supplies,Labels,10,19700
2015-11-15,November,2015,Standard Class,Sumatra,South,Furniture,Furnishings,10,17000
2016-11-29,November,2016,Standard Class,Bali,West,Furniture,Chairs,200,233300
2015-12-08,Desember,2015,First Class,Papua,South,Furniture,Chairs,100,131600
2016-08-03,Agustus,2016,Standard Class,Sulawesi,South,Office Supplies,Storage,710,317200
2014-09-13,September,2014,Same Day,Kalimantan,West,Office Supplies,Fasteners,10,32200
2014-09-13,September,2014,Same Day,Jawa,West,Furniture,Furnishings,20,66500
2014-09-13,September,2014,Same Day,Sumatra,West,Office Supplies,Supplies,10,26300
2014-09-13,September,2014,Same Day,Bali,West,Technology,Accessories,200,912000
2014-09-13,September,2014,Same Day,Papua,West,Technology,Accessories,150,730600
2014-09-13,September,2014,Same Day,Sulawesi,West,Technology,Accessories,120,240800
2014-09-13,September,2014,Same Day,Kalimantan,West,Office Supplies,Paper,50,293700
2014-09-13,September,2014,Same Day,Papua,West,Office Supplies,Appliances,30,117000
2016-09-08,September,2016,Standard Class,Sulawesi,East,Office Supplies,Paper,40,134700
2015-05-17,Mei,2015,Standard Class,Kalimantan,Central,Technology,Phones,620,835900
2015-05-17,Mei,2015,Standard Class,Jawa,Central,Office Supplies,Paper,130,498900
2017-04-01,April,2017,Second Class,Sumatra,West,Furniture,Furnishings,100,474800
2016-11-18,November,2016,First Class,Bali,West,Office Supplies,Supplies,50,160400
2017-01-02,Januari,2017,First Class,Papua,East,Office Supplies,Art,20,19900
2016-12-24,Desember,2016,Second Class,Sulawesi,West,Office Supplies,Binders,60,232600
2016-12-24,Desember,2016,Second Class,Kalimantan,West,Technology,Machines,20,45100
2015-12-25,Desember,2015,Second Class,Kalimantan,West,Office Supplies,Paper,20,92500
2017-02-21,Februari,2017,Standard Class,Jawa,Central,Office Supplies,Fasteners,20,74400
2017-02-21,Februari,2017,Standard Class,Sumatra,Central,Office Supplies,Art,30,42100
2016-09-07,September,2016,Second Class,Bali,Central,Technology,Accessories,160,406900
2016-12-03,Desember,2016,Second Class,Papua,South,Office Supplies,Appliances,2110,8334100
2016-12-03,Desember,2016,Second Class,Sulawesi,South,Office Supplies,Supplies,50,141700
2014-11-10,November,2014,Standard Class,Kalimantan,South,Technology,Accessories,50,195000
2017-12-01,Desember,2017,Standard Class,Jawa,West,Office Supplies,Art,10,16100
2016-12-23,Desember,2016,Standard Class,Sumatra,West,Technology,Accessories,30,53500
2017-11-18,November,2017,Second Class,Bali,East,Office Supplies,Storage,100,300700
2016-06-26,Juni,2016,Same Day,Papua,West,Office Supplies,Supplies,240,139100
2016-06-26,Juni,2016,Same Day,Sulawesi,West,Office Supplies,Fasteners,20,107400
2016-06-26,Juni,2016,Same Day,Kalimantan,West,Office Supplies,Paper,20,67400
2014-12-30,Desember,2014,Standard Class,Jawa,East,Office Supplies,Art,10,13300
2016-08-18,Agustus,2016,Standard Class,Sumatra,East,Technology,Accessories,280,588000
2016-10-28,Oktober,2016,Standard Class,Bali,West,Technology,Accessories,450,1944000
2014-08-28,Agustus,2014,Second Class,Papua,Central,Office Supplies,Paper,20,114400
2017-09-17,September,2017,Second Class,Sulawesi,West,Furniture,Tables,310,135500
2017-06-20,Juni,2017,Standard Class,Kalimantan,South,Technology,Phones,240,324000
2017-06-20,Juni,2017,Standard Class,Papua,South,Furniture,Furnishings,40,112300
2017-06-20,Juni,2017,Standard Class,Sulawesi,South,Technology,Phones,2240,2688000
2017-06-20,Juni,2017,Standard Class,Kalimantan,South,Office Supplies,Appliances,80,80500
2017-06-20,Juni,2017,Standard Class,Jawa,South,Office Supplies,Storage,150,214200
2017-06-20,Juni,2017,Standard Class,Sumatra,South,Office Supplies,Paper,100,356400
2015-03-05,Maret,2015,Standard Class,Bali,East,Office Supplies,Appliances,10,5400
2016-07-26,Juli,2016,First Class,Papua,Central,Technology,Phones,120,138200
2014-10-05,Oktober,2014,Standard Class,Sulawesi,West,Office Supplies,Fasteners,10,0
2014-09-13,September,2014,Standard Class,Kalimantan,East,Furniture,Chairs,180,161300
2014-09-13,September,2014,Standard Class,Kalimantan,East,Office Supplies,Art,10,20300
2014-11-18,November,2014,First Class,Jawa,West,Furniture,Bookcases,310,302400
2014-11-18,November,2014,First Class,Sumatra,West,Office Supplies,Storage,350,124200
2017-07-16,Juli,2017,Standard Class,Bali,West,Technology,Phones,80,64800
2017-07-16,Juli,2017,Standard Class,Papua,West,Office Supplies,Binders,30,111800
2016-06-16,Juni,2016,Second Class,Sulawesi,Central,Office Supplies,Art,20,47400
2016-06-16,Juni,2016,Second Class,Kalimantan,Central,Office Supplies,Paper,20,67700
2016-06-16,Juni,2016,Second Class,Jawa,Central,Office Supplies,Storage,70,81100
2016-12-31,Desember,2016,Second Class,Sumatra,South,Office Supplies,Paper,40,157200
2016-12-31,Desember,2016,Second Class,Bali,South,Office Supplies,Paper,30,106500
2017-03-23,Maret,2017,Standard Class,Papua,West,Office Supplies,Art,50,255100
2015-12-31,Desember,2015,Standard Class,Sulawesi,South,Technology,Accessories,10,8600
2015-12-31,Desember,2015,Standard Class,Kalimantan,South,Furniture,Furnishings,60,192100
2015-12-31,Desember,2015,Standard Class,Jawa,South,Furniture,Bookcases,140,98400
2015-12-31,Desember,2015,Standard Class,Sumatra,South,Office Supplies,Storage,30,27100
2015-08-06,Agustus,2015,Standard Class,Bali,Central,Office Supplies,Supplies,60,189400
2017-06-29,Juni,2017,Second Class,Papua,West,Office Supplies,Paper,20,112000
2017-06-29,Juni,2017,Second Class,Sulawesi,West,Furniture,Furnishings,130,485000
2017-06-29,Juni,2017,Second Class,Kalimantan,West,Technology,Accessories,1290,2935400
2014-02-10,Februari,2014,Second Class,Papua,East,Office Supplies,Storage,70,117000
2016-09-09,September,2016,Standard Class,Sulawesi,Central,Office Supplies,Storage,540,1927500
2017-12-11,Desember,2017,First Class,Kalimantan,East,Office Supplies,Art,20,43800
2016-07-25,Juli,2016,First Class,Jawa,South,Office Supplies,Art,80,254800
2015-11-09,November,2015,Same Day,Sumatra,Central,Office Supplies,Binders,20,61900
2015-10-04,Oktober,2015,First Class,Bali,West,Furniture,Furnishings,20,36500
2015-11-25,November,2015,Second Class,Papua,East,Office Supplies,Art,20,59600
2015-11-25,November,2015,Second Class,Sulawesi,East,Office Supplies,Paper,60,338100
2017-02-07,Februari,2017,Standard Class,Kalimantan,West,Furniture,Furnishings,220,151700
2017-02-07,Februari,2017,Standard Class,Kalimantan,West,Office Supplies,Binders,40,120800
2017-02-07,Februari,2017,Standard Class,Jawa,West,Technology,Machines,240,468000
2015-06-19,Juni,2015,First Class,Sumatra,East,Office Supplies,Binders,3060,13726700
2015-06-19,Juni,2015,First Class,Bali,East,Technology,Phones,140,402000
2016-05-09,Mei,2016,Standard Class,Papua,South,Office Supplies,Paper,100,377700
2016-05-09,Mei,2016,Standard Class,Sulawesi,South,Technology,Phones,180,239600
2017-09-10,September,2017,First Class,Kalimantan,East,Office Supplies,Labels,20,71800
2016-07-26,Juli,2016,Standard Class,Jawa,East,Office Supplies,Appliances,40,126700
2016-07-26,Juli,2016,Standard Class,Sumatra,East,Office Supplies,Paper,60,298600
2016-07-26,Juli,2016,Standard Class,Bali,East,Furniture,Furnishings,30,111900
2016-07-26,Juli,2016,Standard Class,Papua,East,Office Supplies,Binders,10,31200
2016-02-06,Februari,2016,Standard Class,Sulawesi,South,Office Supplies,Binders,1280,7626000
2016-02-06,Februari,2016,Standard Class,Kalimantan,South,Office Supplies,Envelopes,130,707100
2017-01-02,Januari,2017,Standard Class,Jawa,West,Office Supplies,Storage,20,48900
2017-01-02,Januari,2017,Standard Class,Sumatra,West,Office Supplies,Supplies,30,87300
2015-11-27,November,2015,Standard Class,Bali,Central,Office Supplies,Art,10,8900
2015-10-09,Oktober,2015,Standard Class,Papua,East,Technology,Accessories,290,691200
2016-09-13,September,2016,Same Day,Sulawesi,West,Technology,Phones,150,110300
2016-09-13,September,2016,Same Day,Kalimantan,West,Furniture,Chairs,90,62400
2017-09-17,September,2017,First Class,Papua,South,Office Supplies,Appliances,950,1131400
2017-09-17,September,2017,First Class,Sulawesi,South,Office Supplies,Paper,80,278900
2015-02-28,Februari,2015,Standard Class,Kalimantan,East,Office Supplies,Appliances,30,80700
2015-02-28,Februari,2015,Standard Class,Jawa,East,Office Supplies,Binders,20,45800
2016-12-09,Desember,2016,Second Class,Sumatra,Central,Office Supplies,Art,10,3800
2016-07-03,Juli,2016,First Class,Bali,Central,Furniture,Chairs,530,0
2016-07-03,Juli,2016,First Class,Papua,Central,Office Supplies,Paper,50,174200
2017-12-18,Desember,2017,Standard Class,Sulawesi,East,Furniture,Bookcases,290,86400
2015-03-22,Maret,2015,Second Class,Kalimantan,West,Office Supplies,Storage,30,30800
2015-03-04,Maret,2015,First Class,Kalimantan,Central,Office Supplies,Art,60,74700
2016-09-20,September,2016,Standard Class,Jawa,West,Office Supplies,Binders,30,79700
2016-09-20,September,2016,Standard Class,Sumatra,West,Furniture,Tables,1130,3114400
2017-03-23,Maret,2017,Standard Class,Bali,South,Office Supplies,Labels,10,20100
2017-06-02,Juni,2017,Standard Class,Papua,West,Technology,Phones,200,235200
2017-06-02,Juni,2017,Standard Class,Sulawesi,West,Office Supplies,Paper,20,65400
2017-06-02,Juni,2017,Standard Class,Kalimantan,West,Technology,Accessories,280,652800
2017-06-19,Juni,2017,Standard Class,Jawa,South,Furniture,Chairs,700,628600
2015-09-12,September,2015,Standard Class,Sumatra,South,Office Supplies,Binders,50,257400
2017-03-24,Maret,2017,Standard Class,Bali,Central,Technology,Phones,540,564500
2014-12-21,Desember,2014,First Class,Papua,West,Office Supplies,Labels,20,82500
2014-12-21,Desember,2014,First Class,Sulawesi,West,Office Supplies,Fasteners,30,105600
2014-12-21,Desember,2014,First Class,Kalimantan,West,Technology,Phones,590,875700
2014-12-21,Desember,2014,First Class,Jawa,West,Technology,Phones,220,190100
2016-07-13,Juli,2016,Standard Class,Sumatra,West,Office Supplies,Paper,20,74700
2016-07-13,Juli,2016,Standard Class,Bali,West,Office Supplies,Art,50,154500
2016-04-10,April,2016,Standard Class,Papua,East,Technology,Phones,1300,4039700
2014-05-10,Mei,2014,First Class,Sulawesi,East,Technology,Copiers,1800,2880000
2017-11-27,November,2017,Standard Class,Kalimantan,Central,Office Supplies,Paper,20,44900
2016-11-12,November,2016,First Class,Papua,Central,Technology,Phones,230,745900
2016-11-12,November,2016,First Class,Sulawesi,Central,Furniture,Bookcases,350,656600
2015-01-01,Januari,2015,First Class,Kalimantan,East,Technology,Accessories,40,137700
2015-01-01,Januari,2015,First Class,Jawa,East,Office Supplies,Labels,20,104400
2017-08-23,Agustus,2017,Standard Class,Sumatra,West,Office Supplies,Binders,110,446900
2016-09-16,September,2016,Standard Class,Bali,East,Furniture,Furnishings,50,174900
2017-10-31,Oktober,2017,Standard Class,Papua,East,Technology,Phones,120,237300
2017-10-31,Oktober,2017,Standard Class,Sulawesi,East,Office Supplies,Labels,20,59800
2017-06-04,Juni,2017,Standard Class,Kalimantan,West,Office Supplies,Paper,40,216200
2016-03-13,Maret,2016,Standard Class,Kalimantan,Central,Office Supplies,Appliances,210,580100
2016-03-13,Maret,2016,Standard Class,Jawa,Central,Office Supplies,Art,20,45100
2015-07-31,Juli,2015,Standard Class,Sumatra,West,Furniture,Chairs,270,159900
2015-11-25,November,2015,Second Class,Bali,East,Technology,Phones,310,1071800
2015-11-25,November,2015,Second Class,Papua,East,Office Supplies,Paper,50,248800
2015-11-25,November,2015,Second Class,Sulawesi,East,Office Supplies,Art,20,67700
2015-11-25,November,2015,Second Class,Kalimantan,East,Office Supplies,Envelopes,20,93400
2015-11-25,November,2015,Second Class,Jawa,East,Office Supplies,Paper,40,224000
2015-12-02,Desember,2015,Standard Class,Sumatra,Central,Office Supplies,Paper,340,1409200
2017-11-07,November,2017,Standard Class,Bali,South,Technology,Copiers,960,3744000
2017-11-07,November,2017,Standard Class,Papua,South,Office Supplies,Art,60,50400
2017-11-07,November,2017,Standard Class,Sulawesi,South,Office Supplies,Paper,20,44900
2017-03-23,Maret,2017,Second Class,Kalimantan,East,Office Supplies,Envelopes,10,34600
2015-12-22,Desember,2015,First Class,Jawa,East,Office Supplies,Labels,10,30100
2014-04-06,April,2014,Second Class,Sumatra,Central,Office Supplies,Paper,30,112300
2014-04-06,April,2014,Second Class,Bali,Central,Office Supplies,Paper,40,125600
2015-06-09,Juni,2015,Standard Class,Papua,Central,Office Supplies,Paper,20,57100
2014-10-09,Oktober,2014,First Class,Sulawesi,Central,Office Supplies,Storage,390,649100
2016-08-24,Agustus,2016,Second Class,Kalimantan,West,Office Supplies,Binders,40,140500
2015-11-19,November,2015,Standard Class,Papua,South,Furniture,Furnishings,40,172700
2015-06-27,Juni,2015,Standard Class,Sulawesi,East,Office Supplies,Binders,1220,5479100
2017-09-28,September,2017,Standard Class,Kalimantan,South,Office Supplies,Storage,20,46600
2017-09-28,September,2017,Standard Class,Jawa,South,Technology,Phones,90,302100
2017-09-28,September,2017,Standard Class,Sumatra,South,Office Supplies,Art,20,44600
2017-09-28,September,2017,Standard Class,Bali,South,Office Supplies,Art,20,59600
2017-09-28,September,2017,Standard Class,Papua,South,Office Supplies,Labels,20,90800
2014-04-10,April,2014,Second Class,Sulawesi,West,Office Supplies,Art,80,221400
2014-04-10,April,2014,Second Class,Kalimantan,West,Office Supplies,Binders,70,285300
2014-04-10,April,2014,Second Class,Kalimantan,West,Technology,Accessories,300,1583900
2016-02-13,Februari,2016,Standard Class,Jawa,West,Technology,Accessories,90,475100
2016-02-13,Februari,2016,Standard Class,Sumatra,West,Technology,Accessories,40,133900
2014-11-20,November,2014,Second Class,Bali,Central,Office Supplies,Storage,70,201500
2017-12-23,Desember,2017,Standard Class,Papua,East,Office Supplies,Fasteners,10,21000
2017-12-23,Desember,2017,Standard Class,Sulawesi,East,Office Supplies,Paper,100,356400
2017-12-23,Desember,2017,Standard Class,Kalimantan,East,Office Supplies,Appliances,140,156200
2015-07-04,Juli,2015,First Class,Jawa,South,Technology,Phones,80,100300
2015-07-04,Juli,2015,First Class,Sumatra,South,Furniture,Furnishings,160,551500
2015-07-04,Juli,2015,First Class,Bali,South,Office Supplies,Paper,10,39500
2014-10-13,Oktober,2014,Second Class,Papua,East,Office Supplies,Paper,130,669200
2015-09-25,September,2015,First Class,Sulawesi,East,Office Supplies,Supplies,60,75100
2017-12-30,Desember,2017,Standard Class,Kalimantan,West,Office Supplies,Binders,30,96000
2017-10-20,Oktober,2017,Standard Class,Jawa,West,Technology,Accessories,210,478700
2017-10-20,Oktober,2017,Standard Class,Sumatra,West,Office Supplies,Binders,5090,22877900
2017-08-26,Agustus,2017,Standard Class,Bali,South,Technology,Phones,40,43200
2015-09-18,September,2015,Standard Class,Papua,East,Office Supplies,Labels,40,178900
2015-09-18,September,2015,Standard Class,Sulawesi,East,Furniture,Furnishings,10,47100
2015-09-18,September,2015,Standard Class,Kalimantan,East,Office Supplies,Binders,210,1157000
2015-09-18,September,2015,Standard Class,Papua,East,Office Supplies,Appliances,120,359800
2015-09-18,September,2015,Standard Class,Sulawesi,East,Office Supplies,Paper,40,224000
2015-12-26,Desember,2015,Standard Class,Kalimantan,South,Office Supplies,Appliances,40,130600
2014-09-23,September,2014,First Class,Jawa,Central,Technology,Phones,20,41700
2016-11-08,November,2016,Standard Class,Sumatra,West,Technology,Machines,690,926700
2017-12-06,Desember,2017,Standard Class,Bali,West,Office Supplies,Binders,20,64500
2017-12-06,Desember,2017,Standard Class,Papua,West,Furniture,Furnishings,80,373200
2017-12-06,Desember,2017,Standard Class,Sulawesi,West,Office Supplies,Storage,550,65000
2017-09-23,September,2017,Standard Class,Kalimantan,East,Technology,Machines,480,2707200
2017-09-23,September,2017,Standard Class,Kalimantan,East,Office Supplies,Storage,40,114500
2015-03-25,Maret,2015,First Class,Jawa,West,Office Supplies,Paper,200,1110100
2015-03-25,Maret,2015,First Class,Sumatra,West,Technology,Accessories,240,1036700
2017-10-25,Oktober,2017,Standard Class,Bali,South,Technology,Phones,20,16800
2017-10-25,Oktober,2017,Standard Class,Papua,South,Office Supplies,Paper,20,53900
2014-07-30,Juli,2014,Second Class,Sulawesi,West,Office Supplies,Storage,280,0
2017-12-07,Desember,2017,Standard Class,Kalimantan,West,Furniture,Furnishings,630,1284500
2016-10-21,Oktober,2016,Second Class,Jawa,Central,Technology,Phones,450,2645900
2016-10-21,Oktober,2016,Second Class,Sumatra,Central,Office Supplies,Appliances,1930,9021200
2016-09-18,September,2016,First Class,Bali,South,Furniture,Chairs,130,365400
2015-12-06,Desember,2015,Standard Class,Papua,West,Furniture,Chairs,2680,3212100
2014-08-12,Agustus,2014,Standard Class,Sulawesi,Central,Furniture,Tables,490,503300
2016-08-22,Agustus,2016,Standard Class,Kalimantan,West,Furniture,Furnishings,320,524300
2016-08-22,Agustus,2016,Standard Class,Jawa,West,Office Supplies,Storage,20,36600
2016-08-22,Agustus,2016,Standard Class,Sumatra,West,Technology,Phones,170,124200
2016-08-22,Agustus,2016,Standard Class,Bali,West,Office Supplies,Paper,40,216200
2015-08-09,Agustus,2015,Second Class,Papua,South,Technology,Phones,500,1781900
2015-08-09,Agustus,2015,Second Class,Sulawesi,South,Office Supplies,Labels,30,141400
2016-06-04,Juni,2016,Standard Class,Kalimantan,Central,Office Supplies,Paper,20,80500
2016-06-04,Juni,2016,Standard Class,Papua,Central,Office Supplies,Paper,20,43600
2016-07-01,Juli,2016,Same Day,Sulawesi,East,Office Supplies,Labels,40,168600
2016-07-01,Juli,2016,Same Day,Kalimantan,East,Technology,Accessories,40,74100
2016-07-01,Juli,2016,Same Day,Jawa,East,Office Supplies,Paper,80,405400
2016-12-20,Desember,2016,First Class,Sumatra,West,Technology,Phones,70,80400
2015-02-01,Februari,2015,Standard Class,Bali,West,Office Supplies,Paper,190,1008700
2017-11-01,November,2017,Standard Class,Papua,East,Office Supplies,Labels,30,123700
2017-11-08,November,2017,Standard Class,Sulawesi,South,Technology,Accessories,100,187200
2017-11-08,November,2017,Standard Class,Kalimantan,South,Office Supplies,Labels,10,20700
2016-05-13,Mei,2016,Standard Class,Kalimantan,Central,Office Supplies,Storage,860,1285000
2016-05-13,Mei,2016,Standard Class,Jawa,Central,Office Supplies,Paper,80,321900
2014-04-08,April,2014,Standard Class,Sumatra,South,Furniture,Furnishings,180,554400
2014-05-03,Mei,2014,Standard Class,Bali,East,Technology,Accessories,160,691200
2016-10-08,Oktober,2016,Standard Class,Papua,South,Technology,Phones,60,237100
2016-10-08,Oktober,2016,Standard Class,Sulawesi,South,Furniture,Furnishings,20,31300
2016-02-03,Februari,2016,Standard Class,Kalimantan,Central,Technology,Phones,1440,1728000
2015-09-29,September,2015,Second Class,Jawa,West,Office Supplies,Art,100,309600
2015-04-17,April,2015,Standard Class,Sumatra,Central,Technology,Phones,240,216000
2017-12-24,Desember,2017,Standard Class,Bali,Central,Furniture,Furnishings,100,275900
2017-12-24,Desember,2017,Standard Class,Papua,Central,Technology,Accessories,30,130300
2016-03-19,Maret,2016,Standard Class,Sulawesi,Central,Furniture,Furnishings,20,52300
2017-08-27,Agustus,2017,Same Day,Kalimantan,East,Office Supplies,Paper,20,47600
2017-08-27,Agustus,2017,Same Day,Jawa,East,Technology,Accessories,1120,2519800
